Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85	Mean86	Mean87	Mean88	Mean89	Mean90	Mean91	Mean92	Mean93	Mean94	Mean95	Mean96	Mean97	Mean98	Mean99	Mean100	Mean101	Mean102	Mean103	Mean104	Mean105	Mean106	Mean107	Mean108	Mean109	Mean110	Mean111	Mean112	Mean113	Mean114	Mean115	Mean116	Mean117	Mean118	Mean119	Mean120	Mean121	Mean122	Mean123	Mean124	Mean125	Mean126	Mean127	Mean128	Mean129	Mean130	Mean131	Mean132	Mean133	Mean134	Mean135	Mean136	Mean137	Mean138	Mean139	Mean140	Mean141	Mean142	Mean143	Mean144	Mean145	Mean146	Mean147	Mean148	Mean149	Mean150	Mean151	Mean152	Mean153	Mean154	Mean155	Mean156	Mean157	Mean158	Mean159	Mean160	Mean161	Mean162	Mean163	Mean164	Mean165	Mean166	Mean167	Mean168	Mean169	Mean170	Mean171	Mean172	Mean173	Mean174	Mean175	Mean176	Mean177	Mean178	Mean179	Mean180	Mean181	Mean182	Mean183	Mean184	Mean185	Mean186	Mean187	Mean188	Mean189	Mean190	Mean191	Mean192
163.986	161.812	163.111	167.750	148.302	134.111	174.903	144.326	148.847	160.792	176.358	154.038	172.799	178.740	146.295	82.003	154.979	143.826	155.632	161.698	141.153	132.316	164.413	139.503	134.635	149.010	171.847	109.868	166.972	172.163	134.562	84.875	136.583	163.847	164.316	165.201	136.351	137.403	171.854	147.333	133.035	149.896	169.233	147.399	167.955	176.160	142.087	81.823	154.660	150.410	154.917	165.483	142.531	136.903	148.351	133.969	123.365	139.354	159.378	141.899	164.042	175.979	138.309	79.340	157.240	141.191	154.177	154.778	132.257	140.635	157.486	141.851	115.625	122.944	165.052	151.035	148.420	178.726	143.090	76.569	141.736	147.458	140.576	161.059	128.750	130.701	152.517	127.010	107.184	142.042	164.344	156.715	166.448	191.253	126.781	73.358	139.434	153.938	148.038	162.312	146.181	143.788	172.014	152.017	146.656	144.899	168.788	148.194	160.677	174.601	147.181	95.087	148.806	139.476	144.580	139.253	138.365	135.740	146.378	126.764	140.764	137.462	152.583	119.240	162.882	166.545	136.299	95.174	161.781	153.604	151.462	161.146	132.587	142.806	155.017	138.319	142.438	135.448	157.875	135.490	153.760	166.122	138.983	94.365	151.250	145.795	144.837	152.472	126.007	135.295	143.604	136.719	138.090	140.233	155.406	132.733	151.490	157.705	134.889	93.028	152.253	148.757	143.642	154.167	124.417	136.285	147.469	138.056	126.812	119.955	157.219	139.691	152.465	161.903	129.799	87.708	148.122	141.569	140.465	137.042	130.615	130.198	150.347	128.427	126.528	127.618	151.125	141.743	157.059	163.594	137.316	83.427
165.872	164.840	166.479	168.833	150.920	137.799	175.111	146.083	150.493	163.069	179.111	157.448	172.785	180.625	147.302	81.781	156.608	144.267	158.465	163.694	144.365	136.858	164.892	141.726	136.062	151.438	175.024	112.375	170.444	173.375	132.819	85.271	140.094	166.181	166.333	166.215	138.642	140.497	173.042	148.420	136.382	152.465	173.729	149.990	169.184	177.931	145.510	81.573	156.844	152.285	156.497	168.542	144.007	139.969	150.861	137.413	125.580	140.635	162.469	142.483	164.493	178.708	141.094	78.788	158.656	143.160	157.243	157.729	134.184	142.549	158.444	145.017	115.250	122.951	168.167	153.392	148.128	181.583	144.826	75.806	145.177	148.913	141.774	163.694	130.740	132.417	154.108	128.885	107.181	144.399	167.208	159.851	168.531	193.927	130.132	72.649	142.785	157.944	151.646	164.580	146.667	144.566	174.316	152.191	148.743	148.201	172.396	150.028	164.184	176.632	149.788	95.795	150.139	140.573	148.399	140.931	141.170	136.948	149.010	129.323	143.528	139.399	153.156	121.024	164.983	167.569	137.281	95.597	163.681	155.865	153.333	162.677	134.972	144.594	156.021	143.681	147.323	137.910	160.292	138.413	156.434	167.167	142.017	95.538	153.802	147.122	148.024	153.747	127.767	139.062	145.726	139.819	141.372	141.538	155.962	135.465	152.635	159.792	139.188	92.372	153.799	150	147.226	155.125	126.309	139.719	148.368	139.615	129.062	123.160	158.858	141.309	153.330	165.271	131.885	88.448	150.479	144.844	143.670	137.601	133.840	132.441	152.188	130.455	130.385	129.760	152.677	143.271	160.184	165.288	140.021	84.569
169.899	167.306	171.674	174.396	153.535	142.569	179.500	149.847	155.122	166.559	180.319	160.455	176.799	183.375	149.569	82.045	159.403	148.559	161.802	167.083	146.108	140.069	167.424	144.660	139.597	154.854	177.295	114.396	172.955	177.830	138.382	84.906	142.941	169.969	171.250	169.243	143.819	144.875	174.806	152.153	139.608	155.556	176.493	153.253	171.497	178.760	148.156	83.059	160.181	154.677	158.059	170.038	147.972	143.656	154.757	140.986	131.243	145.868	166.368	146.618	167.184	181.396	143.469	80.306	163.062	146.271	160.465	162.271	137.646	146.472	160.840	148.799	120.531	127.309	172.656	155.913	152.365	184.517	149.149	76.045	147.465	151.920	143.854	166.535	135.229	135.878	158.705	131.090	110.257	149.635	171.229	163.896	175.104	195.045	134.861	72.781	144.997	161.865	156.201	168.549	151.451	147.153	178.514	156.767	152.372	152.135	176.785	153.969	168.806	177.719	151.906	96.931	154.931	144.344	151.743	143.108	143.184	140.038	152.076	133.118	146.469	143.812	157.802	122.833	168.788	170.142	139.448	97.444	168.146	159.490	158.163	166.215	137.868	148.597	159.170	145.385	150.003	143.490	164.389	140.819	158.778	172.472	145.181	94.569	159.094	150.101	149.580	155.316	130.340	139.181	148.972	141.347	145.608	147.146	160.517	137.840	155.549	162.778	141.781	93.573	157.399	154.406	149.934	156.854	129.333	144.142	150.358	143.229	132.712	126.406	164.153	144.729	154.656	166.743	135.729	88.281	153.323	147.688	146.028	140.427	135.806	137.292	153.670	133.021	135.333	134.944	156.941	146.090	163.021	169.910	143.865	84.649
175.194	169.861	176.215	177.170	156.347	145.104	183.083	153.222	156.385	169.865	183.010	162.368	180.094	184.281	155.115	85.906	163.708	151.333	164.417	168.840	149.802	143.740	169.941	149.170	144.392	159.323	180.372	116.618	175.799	177.767	140.389	87.441	145.434	174.010	174.517	172.062	147.979	148.115	174.326	156.740	143.569	159.198	179.083	156.122	174.274	179.840	151.104	84.306	164.312	158.378	161.858	174.226	149.885	146.691	157.719	143.368	133.552	146.753	169.517	148.726	168.618	182.688	147.243	81.021	165.559	149.507	162.264	166.045	139.830	148.795	163.476	151.681	122.983	128	174.323	160.128	153.573	187.819	152.674	78.014	151.538	155.104	149.726	168.552	137.649	139.017	162.142	137.823	113.788	153.337	174.083	167.253	178.882	197.406	138.747	73.809	149.569	165.260	158.559	171.889	155.882	152.149	181.222	160.590	155.736	156.069	179.979	154.878	171.132	182.983	155.545	99.372	158.538	148.090	153	145.708	145.497	142.611	154.538	135.205	149.747	147.024	160.872	126.472	171.347	175.059	143.722	97.931	171.208	162.215	160.740	167.719	141.257	150.580	162.444	147.427	151.684	145.656	168.118	143.615	160.896	172.941	148.601	96.865	161.396	153.649	151.986	158.767	133.656	144.333	151.413	144.528	148.385	148.497	162.066	139.955	157.569	166.184	143.896	94.524	161.236	157.698	151.604	160.778	132.424	145.934	154.080	146.757	137.455	131.139	166.198	148.969	157.267	168.493	139.191	89	156.167	148.410	149.184	143.167	139.604	140.215	156.101	137.326	139.764	137.601	159.906	149.365	166.323	172.101	146.983	85.844
179.042	174.694	178.601	179.753	158.330	147.830	185.153	156.764	159.247	171.851	185.587	165.931	180.944	186.507	157.635	85.295	166.913	153.903	168.941	171.896	150.983	147.736	170.986	152.212	145.628	163.615	182.927	119.781	176.351	181.434	144.649	85.066	149.486	176.934	177.274	173.333	151.024	150.146	178.003	158.865	145.549	162.701	182.597	160.083	176.451	183.788	155.361	84.681	167.594	160.104	166.444	175.111	152.524	147.986	159.382	146.531	135.983	149.524	170.844	151.601	170.146	184.806	149.406	82.903	168.892	153.653	166.323	169.236	141.167	150.431	165.347	155.858	123.733	131.837	178.156	162.465	156.160	188.278	155.604	77.087	154.639	159.434	151.090	168.795	139.434	142.149	165.472	140.472	114.490	156.132	175.910	172.365	180.219	196.927	143.795	74.403	153.993	169.292	162.226	172.035	158.326	153.302	185.924	163.771	159.851	156.958	180.406	157.299	172.538	183.868	158.747	98.948	162.844	151.285	154.344	149.767	148.840	145.931	157.528	137.983	152.483	149.559	162.427	129.497	174.132	176.160	147.719	98.542	175.007	166.184	164.229	169.951	143.639	154.365	163.757	150.681	155.913	150.153	170.590	146.674	164.010	175.007	150.017	97.882	165.677	155.799	154.750	161.503	136.479	146.694	154.285	147.267	151.229	150.944	163.705	142.559	160.500	167.771	145.462	93.990	162.649	160.174	156.663	162.736	135.569	147.910	154.799	148.753	142.139	133.170	167.181	150.632	160.698	172.424	141.198	89.372	158.684	154.021	152.188	144.986	141.378	143.896	158.587	139.972	142.656	139.983	160.389	151.201	168.396	174.604	149.622	86.135
182.566	178.056	183.167	183.188	163.306	152.503	188.771	161.642	162.285	175.351	188.358	168.865	184.417	188.358	160.038	86.663	171.809	157.333	170.438	172.809	155.319	149.635	174.969	155.938	150.295	165.899	185.812	120.698	179.010	184.094	146.566	86.052	152.167	180.333	179.726	176.931	153.983	153.816	179.135	162.042	149.941	165.028	183.771	161.132	178.135	185.156	158.170	85.566	170.427	163.500	169.639	177.340	155.177	150.969	161.840	150.087	140.785	151.163	175.493	155.576	172.684	187.615	152.406	83.167	174.434	155.139	168.090	174.424	145.465	153.951	167.986	159.545	125.771	134.042	180.931	165.719	157.201	191.101	159.688	78.670	156.917	160.892	152.861	172.372	144.622	143.694	167.358	142.212	116.931	160.503	179.993	175.503	183.490	200.347	146.826	74.316	156.576	173.139	166.028	176.247	159.587	157.722	189.212	167.941	162.715	162.705	183.830	161.670	176.007	187.326	161.823	99.306	166.747	154.021	158.497	150.924	151.375	149.306	159.684	139.948	156.389	152.542	167.288	132.639	176.399	177.812	149.667	98.701	178.875	169.306	168.028	172.792	148.021	156.132	167.069	154.757	159.073	152.965	173.514	149.865	165.649	178.340	152.368	97.865	170.080	157.681	157.191	162.309	140.736	149.424	156.163	148.375	154.892	156.285	167.080	146.840	161.361	169.288	149.292	94.986	166.177	162.243	158.417	161.993	138.694	150.222	157.743	151.771	144.128	137.347	171.514	152.056	162.160	172.309	143.837	90.535	161.858	156.427	155.528	148.233	145.503	146.868	160.128	141.774	146.146	144.392	165.257	153.160	171.358	175.493	152.319	86.215
185.826	180.062	185.253	187.701	165.983	153.889	189.285	162.646	164.156	178.500	190.205	172.358	184.497	190.042	162.903	86.938	171.701	160.031	173.396	174.840	154.497	152.628	175.215	158.285	150.729	168.625	187.722	120.785	180.118	185.688	147.240	86.771	153.431	181.625	181.875	178.316	155.528	157.271	179.351	163.559	150.743	168.778	186.003	164.747	179.174	185.139	160.142	85.955	174.243	164.122	171.292	178.990	156.524	153.361	164.958	152.260	143.257	152.743	177.517	158.188	173.542	187.747	153.694	83.715	175.642	157.622	170.736	177.802	145.733	154.590	168.639	162.146	130.503	135.878	181.868	169.858	158.149	189.469	161.521	78.580	160.608	162.833	155.771	174.906	146.670	147.042	169.344	145.472	119.281	160.646	180.333	177.375	185.587	199.736	148.993	73.823	161.049	175.125	167.493	177.288	162.170	158.170	192.608	169.503	164.309	164.889	185.865	163.483	177.340	188.514	164.677	99.240	169.840	154.174	161.507	153.333	153.257	149.493	160.194	141.486	158.337	153.378	168.868	133.559	177.965	179.462	149.295	97.556	180.955	171.740	169.799	174.406	147.486	158.500	169.316	154.556	162.767	154.948	175.826	151.483	167.823	178.247	153.333	98.392	171.351	160.184	159.878	163.323	141.806	149.611	157.760	151.792	158.542	156.087	169.507	146.865	163.427	171.938	151.601	95.778	167.681	165.628	160.458	163.670	140.250	152.816	158.149	153.253	145.271	140.354	173.465	153.931	164.872	174.622	148.076	90.351	162.997	159.194	157.580	149.941	148	148.424	161.198	142.476	149.271	146.688	166.948	157.396	172.896	177.993	153.979	85.545
189.142	182.399	187.771	188.587	168.861	156.861	191.160	166.194	167.458	179.306	192.573	175.229	185.281	191.132	165.726	86.271	176.427	161.545	178.826	176.833	157.816	154.260	175.778	160.799	153.566	169.979	188.938	122.368	182.309	186.312	149.507	86.934	156.580	185.010	185.764	181.094	156.660	157.681	181.646	167.014	155.382	172.323	187.851	167.552	180.559	187.649	161.733	85.795	178.083	166.858	172.920	181.458	159.285	155.549	165.760	155.267	145.608	155.729	178.694	160.722	175.431	188.149	157.194	85.042	178.122	159.861	173.677	179.142	148.559	159.351	170.312	164.694	134.122	138.976	183.194	174.226	160.823	190.934	163.986	79.990	162.767	166.646	158.882	176.319	148.851	149.604	171.625	149.823	123.191	163.427	183.535	179.722	187.674	200.878	153.986	74.472	163.882	176.597	171.441	180.319	166.003	162.076	194.236	172.389	168.285	166.688	187.031	166.014	179.872	190.316	168.635	99.608	172.347	157.444	161.944	155.948	154.049	152.427	164.743	143.229	159.976	157.326	173.194	135.733	179.691	181.167	150.760	99.500	184.198	174.753	172.253	176.115	151.882	160.156	170.913	157.111	165.441	158.115	177.073	153.042	167.448	180.479	155.823	99.802	173.514	164.649	161.483	165.733	143.573	151.483	161.656	153.160	159.316	160.247	170.997	150.653	164.399	172.587	152.049	95.733	172.003	169.438	161.722	165.097	142.045	154.528	159.785	156.660	149.878	143.500	176.812	158.014	165.719	174.795	148.031	91.694	166.809	160.257	160.323	151.087	149.365	149.764	162.667	146.826	150.156	147.667	169.684	159.976	174.306	179.031	157.597	88.267
190.201	185.312	190.385	192.622	170.694	160.083	193.740	171.076	171.774	182.451	194.639	179.979	187.611	193.226	168.684	86.556	179.007	165.861	182	178.503	162.066	157.688	176.816	163.878	155.517	171.972	191.892	126.524	183.375	188.788	151.649	86.806	159.045	186.028	188.410	182.889	160.979	161.406	182.104	169.132	154.535	174.399	190.830	171.049	182.420	190.667	165.240	85.705	180.462	170.514	177.333	182.903	162.503	157.819	168.240	158.448	149.031	157.837	181.122	165.059	177.118	189.604	158.031	84.524	180.344	163.299	177.517	183.830	152.549	160.472	173.198	168.944	136.236	141.750	185.736	177.615	163.767	191.816	167.122	80.990	165.740	168.434	160.753	177.628	149.316	151.882	175.753	150.781	124.160	165.424	186.299	181.983	191.615	200.743	155.840	75.500	165.875	180.351	175.847	182.764	168.330	163.858	197.340	174.531	171.649	170.917	189.934	169.625	181.295	191.462	170.017	101.826	174.267	160.976	165.781	157.111	158.243	154.365	166.580	144.653	163.986	160.462	177.514	138.733	179.833	183.420	153.691	99.038	186.316	176.747	175.837	178.420	152.802	165.826	172.264	160.434	166.587	161.934	180.434	156.038	171.181	182.969	157.819	99.646	175.562	166.174	163.035	166.524	145.698	155.708	161.740	156.135	163.972	161.083	173.424	152.417	165.976	174.441	155.503	95.681	172.830	171.431	164.719	167.007	147.215	157.514	161.479	158.406	150.535	145.351	178.622	159.385	168.201	177.222	151.549	90.799	170.451	163.229	164.024	152.969	152.538	153.101	164.281	148.215	152.677	152.316	171.931	161.632	177.264	182.309	159.688	86.785
193.083	189.326	195.264	193.976	173.205	163.278	195.417	174.538	174.944	184.556	195.875	183.764	189.431	193.264	172.389	88.844	184.385	168.830	185.267	183.222	163.358	160.441	179.076	166.931	159.691	176.941	194.788	128.747	185.142	190.066	156.604	89.458	163.153	190.448	190.969	185.795	163.042	162.733	183.927	174.312	160.542	178.309	191.729	175.753	185.750	190.760	168.726	88.722	184.451	173.097	180.885	185.438	164.559	160.493	171.858	159.941	152.094	159.938	182.663	170.344	180.844	192.743	160.219	86.149	184.625	168.191	179.153	187.649	154.111	164.833	175.240	172.163	139.299	145.312	187.319	181.944	166.566	194.181	170.847	80.885	169.431	172.528	163.872	180.927	154.906	156.951	176.927	156.122	129.361	168.670	187.503	184.243	193.451	201.736	159.479	77.462	170.045	184.354	178.979	182.719	171.535	166.927	200.267	178.809	175.281	174.125	193.080	171.948	184.684	194.694	173.399	102.618	176.812	162.198	167.729	160.260	162.156	156.608	169.080	148.927	167.802	164.743	180.181	139.556	183.760	186.399	155.444	101.694	189.681	180.858	178.955	180.549	156.549	166.010	175.670	164.399	169.774	167.347	182.580	158.490	172.576	183.569	160.972	101.323	180.003	171.292	168.014	169.722	147.260	158.535	164.760	157.927	167.677	165.708	176.059	154.826	169.667	178.014	157.052	97.323	175.337	175.337	168.889	169.868	148.819	159.458	164.233	162.882	153.385	149.323	179.417	163.431	170.462	179.993	154.410	91.611	171.920	165.993	168.035	156.576	155.736	154.444	166.201	149.337	157.559	153.681	174.958	164.580	178.156	183.604	161.802	89.538
195.757	190.594	194.465	195.135	173.931	165.583	196.615	176.410	176.476	187.184	197.406	184.837	191.330	195.490	173.059	88.726	184.451	171.139	186.378	181.545	166.559	162.024	179.976	168.868	161.785	177.257	197.024	129.941	186.878	190.344	156.549	89.691	164.812	190.069	192.757	185.559	165.448	165.240	184.483	174.889	163.292	179.274	192.906	175.326	185.212	191.358	170.361	87.865	184.833	174.208	182.326	187.392	165.847	162.382	172.556	163.733	152.906	161.302	186.142	170.990	180.344	192.701	163.733	86.330	184.792	167.944	182.806	187.354	157.111	165.872	175.708	173.344	140.142	146.132	188.757	184.229	167.590	192.847	171.514	79.431	170.781	174.076	164.545	181.378	155.059	155.330	177.524	156.125	129.333	168.611	187.292	186.399	194.549	201.149	162.535	77.823	174.035	185.941	179.694	185.108	173.955	169.486	201.854	181.344	176.688	174.569	192.111	173.604	183.778	195.903	174.038	103.483	179.649	165.729	169.802	159.469	162.229	158.424	168.826	149.562	167.115	166.118	182.378	142.865	183.045	187.372	155.149	101.830	189.118	182.302	178.451	181.819	156.378	168.080	176.896	163.792	171.378	168.712	182.806	158.837	173.535	184.264	162.576	101.264	179.431	170.378	167.938	169.625	149.042	159.128	165.559	158.778	168.625	165.927	176.844	157.288	169.292	178.347	158.726	98.833	176.774	175.628	171.160	169.788	150.938	160.552	165.017	163.628	155.958	150.219	180.955	162.924	170.500	180.274	155.819	91.705	173.010	167.670	169.545	158.833	156.104	156.917	167.618	151.160	158.257	155.142	174.698	165.385	179.674	183.351	163.712	89.045
196.767	192.878	199.035	197.184	177.944	169.344	198.448	180.069	180.306	187.993	199.830	187.920	193.167	196.049	177.045	89.497	187.201	174.618	189.660	183.156	167.003	165.510	180.597	172.983	164.774	181.816	198.132	132.062	187.844	190.281	160.181	89.951	168.326	194.201	195.111	190.156	168.240	166.906	186.351	177.809	164.049	181.656	194.639	179.760	187.347	192.858	172.670	88.622	187.389	178.243	184.337	188.712	169.497	164.660	174.743	166.674	156.066	164.635	186.927	175.274	183.260	193.111	164.201	88.389	188.306	170.931	185.611	189.208	157.924	167.760	177.503	176.594	142.531	149.139	189.507	185.938	168.990	193.951	173.979	82.729	173.559	177.920	169.455	185.375	158.691	158.736	182.174	161.625	132.462	172.188	189.500	187.240	197.076	201.125	165.983	76.003	176.253	188.580	183.066	186.260	176.736	172.358	203.681	184.031	179.771	177.156	196.118	176.201	185.986	198.285	177.094	102.663	181.955	167.573	172.535	161.733	165.035	161.757	171.330	152.944	171.174	168.056	183.858	143.479	185.174	187.903	159.899	102.653	191.340	184.622	183.160	182.785	159.917	171.788	178.160	167.514	174.670	171.389	186.177	162.542	176.233	188.125	164.660	101.243	182.924	173.694	170.986	170.753	151.174	161.438	168.094	160.983	173.014	168.219	178.917	158.500	170.979	178.889	158.896	98.111	180.319	177.080	174.160	171.233	153.837	163.153	167.056	165.167	158.083	153.434	183.132	164.854	172.490	181.500	156.927	93.875	176.781	169.590	171.656	158.260	158.851	158.267	170.014	153.590	161.146	156.656	177.632	167.882	180.736	186.087	165.569	89.042
198.101	194.326	201.330	198.931	180.170	169.639	198.333	181.101	179.938	189.097	199.990	190.368	192.750	196.958	177.500	88.594	190.038	176.576	189.656	183.580	169.167	165.701	181.340	173.830	163.528	182.500	199.069	134.170	188.184	191.826	160.156	88.660	168.288	192.965	195.444	190.076	170.149	167.316	185	179.316	165.434	182.042	194.476	182.340	188.174	194.219	173.319	88.222	188.868	178.229	184.608	189.260	170.385	166.299	176.069	168.465	156.556	165.007	188.608	177.604	184.622	192.837	165.819	87.389	188.375	171.694	185.094	189.531	160.243	170.010	177.524	177.962	143.736	150.274	191.688	187.035	171.097	193.667	176.347	80.542	174.788	178.493	171.542	185.344	158.438	160.865	179.920	162.153	133.361	173.833	189.174	188.830	196.208	201.181	167.625	76.493	177.212	189.306	183.469	186.438	177.858	173.556	204.184	185.066	179.281	178.128	197.153	178.816	186.319	197.792	178.656	104.365	183.670	170.708	173.965	164.073	166.472	161.535	171.806	153.365	171.312	170.715	186.667	146.111	185.042	187.965	160.417	102.233	194.253	186.604	183.177	183.840	161.122	173.559	177.566	169.167	175.920	172.517	186.302	164.767	176.378	188	165.486	100.875	183.868	176.090	171.420	170.340	153.285	161.979	168.094	162.118	173.299	170.448	179.361	160.549	172.455	179.753	160.823	97.642	179.253	178.743	175.472	170.649	153.559	163.222	166.625	166.444	160.215	155.753	184.122	167.486	174.212	181.458	158.146	93.455	176.444	171.733	174.243	159.799	159.233	159.833	168.552	155.007	163.066	156.892	177.497	169.778	182.194	185.056	165.847	87.837
200.455	196.795	203.056	199.639	181.115	171.861	199.795	183.365	182.646	191.694	202.392	192.101	195.212	195.913	180.191	90.035	191.094	179.392	192.024	184.201	172.479	168.913	180.941	175.892	167.469	184.288	200.983	135.517	188.608	192.847	162.965	89.951	171.615	197.483	198.156	189.260	171.719	170.188	186.594	181.740	168.542	186.181	196.986	185.413	188.896	193.326	175.726	88.462	190.510	180.326	186.062	192.531	171.101	168.340	175.938	171.372	160.576	165.799	189.278	178.740	185.958	194.108	168.628	87.194	191.875	176.219	187.014	194.115	162.462	171.847	180.007	179.472	146.649	152.628	192.590	190.524	171.990	194.830	176.830	82.531	176.729	179.417	173.205	187.708	162.688	163.410	181.333	164.132	137.802	175.715	190.455	191.222	197.479	201.104	168.802	78.309	178.858	191.806	187.566	189.691	179.503	175.059	206.840	188.135	183	179.691	199.233	181.406	187.667	200.785	180.681	104.528	186.490	171.267	174.535	165.899	169.878	166.038	172.431	156.108	172.469	172.389	187.590	147.458	187.590	191.212	162.424	101.521	196.795	188.219	186.549	184.944	162.330	175.545	179.497	170.080	176.753	175.340	188.743	166.972	177.455	188.524	168.969	101.969	185.840	176.927	174.792	171.802	154.774	163.396	170.802	165.406	175.743	171.826	180.910	162.507	174.056	180.017	161.219	99.684	181.635	180.243	176.153	173.163	155.667	167.569	168.385	169.847	162.365	157.378	185.132	169.340	173.924	184.715	160.288	93.955	179.965	173.944	176.896	161.694	162.486	160.125	171.003	155.177	164.840	158.872	180.361	170.212	181.976	188.250	167.941	88.941
202.264	198.562	206.854	203.177	181.896	174.226	201.795	185.285	184.962	190.688	204.264	194.066	196.972	197.552	181.757	88.677	194.677	182.993	193.375	187.677	173.913	171.962	183.861	177	171.101	186.003	201.851	137.573	191.997	193.913	164.052	90.142	174.417	198.646	200.583	192.007	174.802	173.316	187.427	186.062	170.212	187.174	198.042	185.962	190.465	195.104	177.882	88.670	193.170	183.455	189.208	192.816	174.667	170.788	178.094	173.385	161.358	168.087	193.201	183.708	188.514	193.594	171.212	89.021	193.434	177.812	191.194	195.743	165.330	174.438	179.431	184.003	149.743	153.951	193.858	191.177	173.642	196.642	179.677	82.205	178.278	181.806	175.337	187.181	164.427	165.604	182.872	166.774	139.104	176.691	191.858	190.542	198.875	201.837	172.382	78.267	182.861	193.500	189.240	191.392	182.146	177.389	206.628	189.469	185.309	183.844	199.830	185.316	188.524	200.288	184.521	103.375	187.510	174.712	177.583	166.986	172.146	165.851	173.753	157.722	177.413	175.080	189.549	151.417	187.899	192.104	163.649	101.788	199.076	189.736	187.340	186.705	164.389	176.184	180.028	172.851	179.823	177.323	189.385	169.847	177.792	190.146	169.132	101.531	186.573	179.233	175.941	173.812	156.604	164.774	171.375	166.628	178.128	175.382	183.337	166.184	174.826	183.295	164.278	98.385	183.556	180.076	177.417	174.722	156.826	168.347	169.552	170.715	166.396	159.785	186.438	172.104	175.021	185.656	162.017	93.191	181.271	174.667	179.056	164.562	164.243	163.097	172.767	158.292	167.521	162.052	180.965	173.066	182.771	188.688	173.128	87.851
202.295	201.344	206.177	202.983	183.080	175.486	200.913	187.146	184.618	193.892	203.295	194.340	196.490	196.837	183.726	89.365	198.049	182.965	195.212	187.514	174.267	172.267	183.090	178.628	170.326	187.958	203.236	138.434	191.830	194.583	166.434	90.326	177.295	199.646	201.479	193.628	175.184	173.490	188.885	187.392	172.861	187.990	199.285	188.875	190.024	195.892	179.049	88.514	195.917	183.878	190.733	192.517	174.233	171.455	179.135	177.458	164.698	169.910	194.219	185.774	190.212	194.677	172.010	87.451	196.219	178.569	191.997	197.097	165.451	175.503	180.670	183.722	150.510	155.128	194.274	193.604	174.663	195.486	179.156	82.476	180.302	182.337	176.528	190.042	165.024	167.941	183.201	169.017	141.431	177.583	193.215	193.399	200.069	201.156	172.208	78.007	183.566	194.319	190.927	191.191	183.312	177.972	207.948	191.972	186.424	184.705	199.667	186.760	190.146	200.760	184.635	105.281	189.125	176.774	177.066	168.247	173.892	167.556	175.861	158.819	176.500	175.767	191.083	153.146	189.583	191.969	166.806	103.444	199.438	189.625	188.753	187.701	166.656	178.375	181.938	175.108	180.257	179.753	189.712	171.639	179.549	190.899	170.882	102.222	188.455	180.722	178.104	174.903	160.559	166.774	173.278	168.865	178.142	175.500	183.552	168.271	175.326	184.212	166.281	98.021	184.448	181.851	178.233	176.122	160.226	170.069	170.146	172.108	167.097	161.760	187.153	171.441	176.448	185.347	165.965	93.281	181.229	176.823	180.906	164.562	165.677	165.205	172.573	159.726	168.569	164.014	182.128	174.076	183.601	188.979	172.927	90.042
202.788	202.962	208.274	205.399	187.059	176.955	202.278	189.642	188.021	195.076	206.198	196.840	199.319	197.774	184.694	89.934	198.760	185.903	197.375	189.358	176.861	173.889	185.528	181.219	173.389	189.851	203.757	142.319	192.705	195.705	168.847	89.997	181.538	201.778	204.160	195.403	177.809	174.795	188.944	188.257	172.691	189.733	200.257	192.160	191.854	197.361	181.135	89.819	197.781	186.260	193.597	193.889	177.847	174.156	179.983	177.528	165.528	170.611	193.882	186.566	190.583	195.809	175.264	87.417	194.271	180.726	194.243	198.556	169.486	178.312	181.181	185.392	151.993	158.333	195.042	194.774	176.868	196.326	181.628	83.111	182.042	182.705	178.097	188.927	167.368	168.795	182.507	170.628	143.156	178.507	194.003	194.177	199.955	200.601	176.660	77.993	186.990	196.038	192.962	194.726	183.958	182.264	210.524	194.285	187.514	185.562	200.774	189.927	191.156	202.021	187.792	106.622	188.681	178.229	179.080	169.042	175.760	170.476	177.038	162.920	178.965	178.649	191.049	155.247	190.663	194.441	167.083	104.615	201.497	193.024	190.188	187.719	169.552	181.899	183.108	176.028	182.938	182.347	192.361	172.795	181.226	193.160	173.403	103.017	189.601	183.115	179.219	176.181	160.552	168.927	173.962	169.944	182.205	178.569	185.920	170.354	176.951	185.406	167.365	99.479	186.330	183.635	181.240	177.149	162.191	173.413	172.615	174.976	168.802	164.146	189.104	174.698	177.181	186.635	166.667	94.882	181.899	178.424	182.434	165.649	165.420	167.590	174.917	162.333	169.910	165.163	184.059	176.507	184.045	190.392	174.149	90.420
