Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85	Mean86	Mean87	Mean88	Mean89	Mean90	Mean91	Mean92	Mean93	Mean94	Mean95	Mean96	Mean97	Mean98	Mean99	Mean100	Mean101	Mean102	Mean103	Mean104	Mean105	Mean106	Mean107	Mean108	Mean109	Mean110	Mean111	Mean112	Mean113	Mean114	Mean115	Mean116	Mean117	Mean118	Mean119	Mean120	Mean121	Mean122	Mean123	Mean124	Mean125	Mean126	Mean127	Mean128	Mean129	Mean130	Mean131	Mean132	Mean133	Mean134	Mean135	Mean136	Mean137	Mean138	Mean139	Mean140	Mean141	Mean142	Mean143	Mean144	Mean145	Mean146	Mean147	Mean148	Mean149	Mean150	Mean151	Mean152	Mean153	Mean154	Mean155	Mean156	Mean157	Mean158	Mean159	Mean160	Mean161	Mean162	Mean163	Mean164	Mean165	Mean166	Mean167	Mean168	Mean169	Mean170	Mean171	Mean172	Mean173	Mean174	Mean175	Mean176	Mean177	Mean178	Mean179	Mean180	Mean181	Mean182	Mean183	Mean184	Mean185	Mean186	Mean187	Mean188	Mean189	Mean190	Mean191	Mean192
166.441	163.007	166.274	166.660	167.851	164.451	159.083	157.715	165.649	168.708	160.219	159.986	160.722	156.545	152.309	162.753	161.458	163.062	163.750	168.556	163.868	162.885	162.757	157.003	165.292	167.056	166.868	170	168.851	161.399	159.052	161.917	159.882	156.715	158.354	163.517	166.340	158.753	156.062	154.052	164.340	164.545	157.049	161.177	156.722	151.344	148.417	157.267	159.257	160.448	160.889	170.976	166.372	161.521	158.823	151.969	162.448	164.076	162.323	166.649	162.247	156.410	152.840	163.965	150.271	153.740	154.201	159.212	162.576	157.701	149.771	145.972	156.250	155.927	152.069	153.097	148.233	147.809	148.892	153.191	150.997	151.976	151.306	159.653	157.097	152.299	149.740	144.375	153.667	153.260	150.663	155.615	156.597	151.212	147.597	151.500	175.774	165.181	166.462	176.201	177.979	174.042	168.104	161.997	173.667	171.788	164.469	162.500	166.438	161.938	162.736	164.306	164.962	167.181	166.892	170.170	171.958	169.826	169.708	162.778	169.257	170.333	168.549	167.455	170.264	168.392	166.375	167.125	168.649	166.910	166.545	172.014	171.021	171.896	164.663	165.490	174.361	172.854	166.049	167.753	163.927	160.493	161.153	164.399	163.854	164.670	164.701	163.639	166.965	166.382	165.656	162.920	165.038	165.580	160.559	166.993	162.674	164.042	163.809	165.472	157.802	158.094	159.431	160.688	162.615	165.569	160.191	153.736	159.462	160.007	154.486	153.569	155.302	153.906	160.403	160.514	153.878	156.188	155.514	155.875	159.118	161.087	155.615	151.299	156.465	151.715	151.601	155.118	156.608	156.097	152.944	159.816
166.760	166.142	167.653	167.781	169.281	167.458	158.330	159.368	167.337	168.444	164.847	159.990	160.045	158.451	152.920	162.688	160.566	163.851	163.979	171.948	165.906	162.524	160.628	153.406	164.694	167.156	169.128	168.767	168.417	158.920	156.535	163.049	158.201	157.247	157.455	163	166.292	159.972	155.677	152.319	163.222	166.639	157.469	162.469	157.788	151.955	149	156.385	159.972	159.715	160.122	171.611	166.559	163.309	158.701	152.149	163.514	162.674	161.014	165.760	162.927	157.517	153.653	161.372	149.226	153.059	152.931	157.125	165.069	160.424	151.233	146.771	156.389	160.549	149.153	151.778	149.601	150.132	150.097	158.049	151.597	153.062	154.222	158.292	157.497	151.448	149.292	142.955	155.045	153.934	151.385	156.552	156.701	152.271	148.344	151.427	173.583	165.698	166.514	176.347	178.285	176.420	168.743	162.385	173.542	171.368	164.524	162.573	163.260	163.312	162.736	167.007	166.250	166.736	167.122	170.587	170.688	173.892	170.483	164.281	170.177	168.503	166.806	171.066	168.622	166.639	166	171.569	167.990	167.396	167.073	171.552	170.434	172.163	163.760	164.726	174.701	173.729	168.177	167.608	165.604	161.601	162.115	164.878	164.042	164.615	164.590	164.319	169.753	167.493	165.323	163.135	167.844	164.399	161.979	165.083	163.163	163.490	164.503	166.611	157.552	158.438	158.743	160.562	163.882	164.514	160.500	156.524	161.545	161.903	154.198	153.750	155.243	150.750	159.649	158.757	154.847	154.622	152.330	155.573	160.847	159.882	154.385	152.177	155.399	150.972	150.569	156.969	158.351	154.306	151.809	162.931
166.493	163.378	166.476	167.108	168.847	166.458	159.188	158.361	165.764	167.701	161.531	159.226	160.521	153.615	152.806	161.583	161.260	163.160	163.323	169.802	165.299	163.875	162.552	154.795	165.080	168.674	166.830	168.028	167.920	159.399	159.146	162.087	158.451	157.771	158.038	163.899	167.347	159.215	157.660	153.760	163.097	166.500	157.622	161.083	155.986	152.170	147.913	155.899	159.941	158.476	161.556	169.139	168.306	164.351	159.062	151.747	163.896	163.830	161.514	165.215	162.729	156.417	151.594	163.170	150.295	153.333	153.132	159.288	163.240	157.524	149.885	144.899	156.347	156.875	150.188	151.163	147.646	146.097	150.233	154.997	149.972	151.108	153.177	158.649	155.649	152.003	149.420	144.062	155	154.646	148.812	154.889	156.042	149.073	146.219	152.188	173	163.326	164.670	176.538	177.333	176.913	169.910	162.337	172.556	171.583	164.260	162.615	163.771	161.771	160.729	165.601	165.250	167.128	166.844	170.556	173.069	173.128	170.361	163.854	170.778	170.503	168.469	169.260	168.278	169.111	166.361	167.278	170.382	167.250	167.441	168.785	171.882	172.608	161.889	163.615	175.521	172.892	167.802	168.694	162.969	162.049	156.635	163.878	164.087	164.267	163.924	162.406	167.118	167.812	167.535	159.677	164.899	164.017	162.483	163.250	163.892	161.986	164.316	167.160	157.378	160.538	159.302	161.410	164.062	164.451	159.514	155.757	160.448	162.139	155.188	150.969	154.625	152.222	159.760	159.972	152.965	151.785	153.715	157	160.573	161.007	153.333	152.868	155.663	150.885	150.354	154.694	157.069	152.257	152.441	161.094
168.819	164.639	165.760	166.392	169.177	167.875	158.628	157.733	167.059	167.802	160.865	156.927	160.812	153.990	153.295	161.667	160.090	163.983	163.701	168.128	166.361	163.608	161.878	156.542	165.236	167.625	165.830	168.635	164.809	160.354	158.281	163.146	156.837	157.955	158.035	163.080	167.705	160.219	155.219	153.215	165.365	167.587	158.656	160.990	160.285	150.288	150.413	153.948	159.191	160.646	161.312	170.125	166.837	163.622	159.906	151.389	165.208	162.722	160.872	167.726	162.941	155.292	151.174	164.128	148.885	152.941	151.087	159.424	161.413	158.292	150.292	144.906	157.743	158.934	149.951	151.469	148.653	148.799	150.028	156.649	151.653	151.892	153.486	157.375	158.972	150.764	148.722	144.521	155.594	155.851	150.038	155.378	159.233	151.149	147.438	154.944	173.372	162.858	164.479	175.583	176.128	177.872	171.132	163.611	173.920	170.458	163.080	161.969	162.920	160.677	161.979	165.674	165.729	165.476	167.938	169.743	172.208	173.622	169.413	163.889	169.812	169.938	167.229	168.889	170.191	168.170	165.062	170.587	167.861	165.854	166.007	170.576	172.083	172.396	164.542	163.840	175.604	173.493	166.306	167.757	166.212	161.365	158.438	164.986	163.743	163.590	164.837	165.333	169.403	166.052	166.736	162.615	163.944	166.066	159.590	164.427	162.962	163.913	165.462	168.083	155.830	158.351	158.510	161.017	163.806	164.799	159.139	153.618	162.858	161.021	155.080	153.330	154.417	153.233	160.167	159.441	152.868	153.948	154.431	156.944	160.472	160.028	153.035	154.135	156.681	151.236	150.285	155.837	158.858	151.924	152.906	161.076
166.167	163.865	167.479	167.809	170.128	167.670	158.965	158.177	165.844	170.101	160.722	157.455	158.135	154.299	152.663	162.597	161.792	160.847	163.472	171.990	166.215	163.111	164.941	153.795	166.031	169.087	167.170	167.618	166.885	161.646	157.528	163.587	158.122	156.712	156.132	161.802	168.177	160.365	154.948	152.517	161.927	166.601	157.069	158.958	155.649	149.562	148.924	155.934	157.424	157.684	160.236	171.316	167.833	164.753	158.250	149.281	165.076	163.872	160.083	167.722	161.358	155.205	151.375	162.899	151.111	152.615	153.729	157.469	163.295	156.469	151.142	147.628	157.010	159.181	148.993	152.538	147.969	146.285	146.969	156.188	150.101	149.573	151.691	159.806	156.778	151.958	149.812	142.424	155.910	155.778	149.819	152.503	155.854	148.681	145.788	149.569	174.146	164.163	165.118	176.427	177	175.722	168.983	163.521	172.611	171.038	163.955	161.503	161.312	160.292	163.295	166.976	165.132	164.434	164.906	169.729	170.024	171.729	171.080	163.399	168.226	168.757	167.903	169.229	169.017	168.045	165.309	169.806	166.948	167.503	164.194	169.986	170.545	173.312	164.132	162.229	174.403	175.153	165.503	165.962	162.361	163.198	157.872	165.188	163.333	162.260	163.167	162.545	169.792	168.351	166.972	160.865	165.132	164.031	161.802	168.170	163.014	163.125	163.222	168.021	155.208	158.236	158.840	160.840	164.743	167.601	162.083	153.455	160.066	163.792	154.278	151.938	155.181	153.170	160.267	158.566	153.924	154.358	153.833	158	159.767	159.858	152.823	150.503	156.219	148.021	150.840	155.670	156.875	153.726	150.830	162.323
167.674	164.656	167.417	167.222	169.646	165.222	159.285	158.559	166.667	170.983	157.247	155.965	158.938	153.993	149.663	163.361	160.045	162.955	163.264	170.198	167.566	163.135	162.382	154.771	165.819	168.250	167.812	169.365	168.514	160.747	157.510	163.736	156.597	154.500	157.812	163.538	167.726	159.615	154.365	153.347	164.309	165.538	157.844	160	155.444	150.712	149.396	156.069	157.115	158.503	162.045	170.615	166.899	162.222	158.983	149.972	164.403	163.649	160.681	164.326	161.368	154.615	151.194	162.910	148.316	153.128	151.868	156.962	162.885	158.490	151.122	145.580	154.403	159.194	149.580	148.375	146.674	147.274	148.795	155.608	148.014	150.128	152.903	159.851	156.688	151.490	147.826	144.153	153.840	155.847	147.118	153.215	154.243	148.420	145.312	152.809	172.479	163.906	165.198	177.188	178.639	175.590	167.809	162.997	173.986	170.677	162.799	161.073	161.736	160.365	162.517	166.201	162.413	164.656	164.795	168.135	168.198	171.979	171.142	158.267	166.622	169.385	163.670	169.017	166.590	166.528	167.646	169.524	166.292	163.490	163.194	171.170	171.056	173.736	162.663	162.205	172.271	175.097	165.622	164.427	161.344	161.903	159.045	164.646	163.219	161.250	161.403	163.128	169.767	167.340	166.851	158.646	165.115	164.479	159.347	166.201	161.726	162.535	163.153	167.955	156.521	160.059	158.309	161.483	164.128	166.490	160.490	154.076	162.073	160.691	154.326	149.229	155.135	153.941	160.524	160.611	150.955	155.806	152.931	157.097	157.771	158.132	154.885	152.517	158.274	148.660	150.062	155.830	157.503	153.132	151.132	161.899
167.038	163.781	167.663	168.444	168.792	166.462	158.778	158.976	166.420	169.483	157.833	156.385	158.913	153.615	149.927	162.365	159.760	163.434	163.219	169.910	165.260	164.951	163.833	153.837	165.899	167.392	166.316	169.014	166.330	159.993	156.611	162.295	158.226	155.594	157.542	163.562	169.024	159.934	155.108	153.990	163.042	167.528	156.597	158.181	155.403	150.010	148.042	156.875	157.521	159.003	162.938	169.729	167.760	160.174	158.174	150.677	163.799	161.420	160.691	165.438	161.389	154.795	153.049	162.014	148.323	152.753	151.156	157.601	163.330	158.010	148.993	143.174	157.326	158.066	150.108	149.038	146.375	148.604	148.017	154.875	150.833	151.059	152.188	157.597	155.917	150.611	148.861	142.830	154.236	157.188	149.108	155.038	156.420	146.347	145.479	154.115	172.517	163.104	163.184	175.611	177.160	175.469	169.052	162	174.503	172.611	163.389	160.111	161.118	160.375	161.639	166.528	163.306	163.819	165.920	169.524	170.740	171.160	171.726	160.066	166.712	166.823	165.622	169.448	168.049	166.472	166.924	170.226	164.760	164.108	164.312	172.292	171.295	173.042	162.747	163.951	173.462	171.590	163.361	163.028	162.247	160.698	156.885	167.035	161.934	162.194	162.608	164.750	170.149	167.427	165.531	158.503	165.701	163.118	159.524	165.948	162.983	161.406	162.708	166.222	155.229	157.260	157.365	160.267	166.115	165.340	158.778	152.938	161.497	162.174	154.351	149.236	155.146	151.292	160.486	158.333	153.583	155.545	153.250	156.684	158.934	159.160	152.889	149.663	156.014	150.451	148.424	153.979	157.764	153.090	150.444	160.726
168.319	165.021	169.965	165.962	170.420	165.462	161.038	159.444	167.812	168.128	158.882	155.861	157.743	154.510	151.708	164.031	160.878	163.597	164.618	171.208	166.010	163.938	164.875	156.045	166.212	168.903	167.556	169.424	167.642	160.233	156.160	163.865	159.264	156.170	157.076	164.778	169.177	160.462	155.809	155.882	163.795	167.184	155.688	157.253	155.802	152.757	148.663	155.854	157.938	158.111	162.646	171.424	168.184	162.066	159.587	151.660	164.722	163.719	162.118	166.163	162.333	156.872	153.674	163.750	151.247	152.906	152.517	159.170	164.708	158.174	150.608	145.017	156.149	159.413	150.566	149.312	147.045	147.306	149.156	157.517	150.125	150.253	153.226	159.906	157.958	154.774	149.080	142.955	154.708	156.594	150.382	154.267	158.097	148.924	145.438	151.566	173.347	164.917	166.024	179.431	179.271	177.017	168.712	163.424	174.226	173.701	164.552	160.812	160.920	161.628	161.788	166.587	166.271	165.115	163.653	168.594	169.479	170.733	171.340	160.660	167.969	167.368	166.573	171.156	168.240	166.931	165.160	171.556	165	164.823	164.767	171.205	170.278	172.847	163.483	162.177	174.764	173.462	166.222	164.292	163.896	163.083	159.024	166.757	163.455	163.958	162.267	162.878	171.028	167.510	166.934	159.729	163.753	164.372	162.170	167.316	160.788	161.451	161.038	168.229	156.826	157.660	159.257	162.552	165	166.549	160.201	153.788	163.583	161.878	155.903	150.097	153.990	153.326	160.753	160.337	151.944	153.330	154.906	156.479	159.469	160.125	154.566	151.576	157.844	151.285	149.396	154.972	155.705	154.295	151.354	162.701
167.017	165.872	170.434	169.101	169.316	167.035	159.615	160.045	167.139	168.969	158.990	156.194	158.316	153.135	148.660	162.670	159.698	162.229	163.160	171.208	166.118	165.597	164.205	152.653	164.785	168.743	166.222	168.417	166.285	159.549	155.090	164.646	156.368	154.462	156.014	162.319	166.576	159.604	154.590	152.007	162.476	166.569	155.715	156.767	153.365	152.941	145.663	155.024	155.941	156.691	161.170	170.205	166.684	165.045	158.125	149.146	164.847	161.590	159.219	164.771	161.681	154.812	153.174	162.462	147.823	153.299	152.736	157.847	163.628	159.833	150.670	145.174	157.219	160.594	151.226	150.948	146.569	149.260	147.542	155.531	149.722	150.743	152.316	159.542	155.844	152.965	148.233	142.833	156.205	155.736	149.753	154.142	159.465	148.559	146.938	153.309	172.979	163.125	164.958	177.191	178.976	175.771	168.253	162.229	172.358	171.986	163.451	158.427	160.854	161.035	159.451	166.823	162.924	164.510	165.215	168.299	170.497	170.153	170.337	160.510	167.250	167.358	166.427	168.493	165.767	166.306	166.809	169.222	165.903	163.431	162.438	170.229	172.368	173.035	162.819	160.809	173.726	173.427	165.087	163.816	160.819	160.792	155.924	166.479	161.302	161.368	163.552	162.625	170.181	167.861	165.163	160.719	163.215	161.938	159.083	164.833	161.451	160.840	161.938	168.566	154.962	157.566	157.670	160.330	165.323	167.948	160.833	152.896	162.368	162.837	155.434	150.378	153.531	154.194	158.021	161.069	152.667	153.087	155.628	155.611	159.306	158.965	152.590	151.299	158.024	148.247	149.174	153.788	157.438	153.038	149.938	161.205
167.983	164.080	168.684	166.417	168.441	168.424	160.576	159.219	168.319	171.003	159.104	155.354	158.701	155.122	150.844	162.375	160.406	164.535	165.115	171.549	166.319	166.003	164.486	153.208	168.170	170.017	165.181	172.410	167.344	162.490	158.361	164.233	156.819	155.896	156.403	163.851	169.253	162.403	154.663	153.382	163.319	167.444	159.861	158.264	155.427	152.872	149.931	159.858	158.632	159.715	161.410	171.517	168.285	161.892	160.028	150.479	164.948	164.240	161.969	167.302	164.274	155.951	153.052	164.858	151.941	153.424	151.271	159.535	161.493	160.247	149.524	144.580	156.913	161.396	148.955	149.983	148.868	148.382	148.674	156.003	148.014	150.125	152.247	158.111	156.354	153.462	147.840	141.660	156.552	156.372	149.642	156.892	158.528	147.719	146.840	152.892	172.556	163.559	164.212	176.562	177.837	175.139	169.392	161.931	173.979	173.160	164.562	160.694	161.590	161.132	159.594	168.253	165.469	164.490	167.170	169.517	171.118	171.847	172.806	162.594	167.069	167.611	165.222	170.604	167.889	166.663	167.594	170.045	167.837	164.003	163.549	171.066	171.903	173.375	165.042	161.812	174.344	174.955	164.503	163.750	163.160	161.538	159.385	167.101	162.576	164.212	161.378	163.448	170.031	168.292	166.823	160.417	163.823	164.701	161.906	166.351	164.010	161.705	165.910	167.955	158.170	159.882	156.368	161.455	166.354	168.087	161.493	153.719	162.653	164.160	155.715	151.135	156.410	153.583	159.976	161.122	149.972	151.493	155.094	158.792	160.069	161.219	154.153	152.573	155.642	149.538	148.392	155.365	158.677	152.681	150.483	163.351
167.642	164.021	167.590	168.146	169.983	167.111	160.253	160.090	167.983	168.920	160.167	155.222	157.139	154.892	151.229	163.052	160.611	164.604	162.243	172.646	167.198	165.035	162.188	154.146	165.569	169.010	165.969	170.479	167.049	161.177	157.639	165.163	157.528	154.844	155.858	162.733	169.212	158.854	153.882	152.351	164.653	167.694	157.219	158.153	155.812	152.785	148.312	155.549	157.899	158.045	161.830	171.806	167.226	163.240	160.861	150.889	166.132	166.799	159.618	166.868	163.413	157.087	151.281	163.354	152.045	154.354	151.590	159.226	165.090	160.944	148.576	144.069	158.667	158.361	150.750	150.903	146.094	147.149	149.316	157.347	149.365	150.851	152.552	159.278	158.983	150.292	149.361	144.403	157.257	156.729	149.542	155.396	158.868	147.861	147.101	152.368	172.788	162.622	162.493	176.066	178.087	173.611	168.035	163.188	173.806	170.632	164.274	157.899	162.271	162.007	161.531	168.062	160.708	165.021	162.941	169.007	171.271	171.576	173.122	161.024	166.618	165.698	164.972	168.632	167.438	165.892	166.826	170.010	165.549	163.681	162.854	171.385	172.601	172.198	163.701	160.205	174.573	173.569	164.757	163.233	161.622	160.007	156.892	167.965	162.903	162.931	162.302	164.337	168.872	167.743	166.653	160.378	163.497	165.198	159.736	166.618	161.319	162.160	163.528	168.250	155.917	159.253	157.434	162.302	166.413	165.757	160.215	156.285	162.365	164.851	156.090	149.535	155.684	153.406	160.073	161.285	151.219	156.323	154.708	154.910	158.931	160.403	155.118	151.292	156.639	149.684	149.628	154.424	158.507	151.479	149.983	164.017
167.986	163.174	167.924	167.938	168.503	167.552	159.785	160.153	168.642	171.781	160.059	154.941	157.233	155.108	150.181	162.722	156.410	163.660	164.142	171.705	169.090	164.479	164.628	153.135	166.819	170.271	167.931	171.337	166.674	160.750	156.663	165.618	156.125	154.292	155.997	161.896	169.007	160.812	156.465	152.715	167.226	169.302	156.899	156.007	154.903	153.170	145.691	156.795	159.917	158.219	161.934	173.188	171.062	164.750	160.292	150.910	166.434	164.663	160.788	169.326	162.965	156.479	152.587	165.309	148.667	155.021	153.722	159.010	164.024	161.639	150.170	143.851	156.538	161.021	151.153	148.205	147.868	149.295	147.382	155.757	150.646	149.917	152.493	161.635	158.903	151.493	150.552	141.830	155.396	157.417	149.469	155.677	158.566	149.132	144.385	153.889	170.444	165.406	164.271	175.177	177.997	176.542	169.500	161.441	172.903	174.326	162.219	160.344	161.788	160.934	162.750	166.062	163.486	164.917	164.045	168.198	170.559	170.608	172.146	160.816	168.903	168.024	166.438	167.455	165.802	167.431	166.448	170.573	165.812	164.219	162.122	168.722	171.861	173.351	164.198	162.486	176.424	174.778	165.580	163.392	162.958	163.035	157.010	168.566	161.549	164.920	163.323	162.983	171.160	168.580	166.309	160.382	164.031	162.851	161.458	166.347	162.868	161.767	162.101	169.792	156.080	157.691	159.465	162.913	167.799	167.892	160.698	154.941	163.646	164.271	154.833	150.399	155.191	152.649	158.708	160.476	149.938	152.795	155.747	159.167	159.733	160.094	155.701	150.792	158.354	148.997	148.010	153.934	159.646	153.396	150.670	160.806
169.830	162.736	166.365	168.583	169.378	168.240	157.486	157.264	167.031	168.837	159.344	155.295	154.521	156.271	149.170	163.903	158.997	162.448	165.486	172.372	165.771	165.472	164.635	153.344	167.382	168.115	166.153	169.035	167.372	160.823	156.569	163.347	155.632	155.483	156.528	162.955	169.156	160.774	155.660	152.757	162.809	167.889	156.955	158.344	155.833	151.361	146.604	155.632	157.757	157.392	161.434	172.503	166.965	163.104	159.149	151.521	164.889	162.997	160.733	165.688	165.080	156.705	149.951	163.715	149.965	152.924	151.934	159.448	164.382	160.941	150.372	145.243	156.847	160.382	148.726	150	146.451	148.872	145.858	156.385	150.139	150.076	152.726	158.913	156.562	151.736	147.344	143.038	154.538	156.479	149.316	154.642	158.087	147.726	144.920	154.108	170.205	163.497	163.434	174.792	177.337	177.003	166.538	162.722	173.569	172.014	162.767	158.708	161.646	161.990	159.962	166.069	159.101	164.066	165.479	167.535	172.139	171.010	170.312	161.514	165.962	166.760	166.712	168.781	166.132	166.795	165.889	170.708	167.712	164.306	164.552	169.170	171.802	173.198	162.382	162.368	174.653	173.448	165.819	163.701	161.424	161.062	158.910	167.087	163.875	164.153	161.656	163.021	168.458	168.424	166.483	159.538	163.413	163.240	160.358	166.382	162.163	163.559	163.149	168.483	154.705	154.663	158.319	162.549	166.597	167.351	161.253	153.757	161.340	166.358	152.191	148.924	154.056	153.622	158.316	159.840	149.517	152.712	154.240	156.003	159.906	158.979	153.583	151.406	157.333	149.694	149.205	152.826	155.722	154.913	150.472	162.215
166.233	164.257	165.670	167.149	169.497	169.153	158.611	157.035	167.924	171.646	157.972	157.260	156.431	158.337	152.646	162.160	157.979	163.958	162.205	172.271	165.660	163.503	164.045	153.774	165.608	170.635	166.500	169.552	167.490	159.858	156.931	164.625	156.972	156.146	154.767	161.865	169.170	161.323	156.226	152.062	164.681	168.323	157.694	157.792	154.792	152.236	146.844	157.319	157.087	156.806	159.497	171.569	166.413	164.417	159.545	149.535	165.608	164.889	160.628	165.465	163.361	157.021	150.997	163.247	150.163	152.660	151.757	159.722	163.747	159.094	149.080	144.580	157.910	161.056	149.451	147.545	147.090	147.774	148.250	154.375	150.490	152.299	153.372	158.938	157.823	151.455	150.181	141.312	155.722	156.497	150.205	155.031	157.549	150.649	144.562	152.792	168.892	163.611	162.424	174.733	179.826	177.917	168.278	160.361	172.427	172	163.083	159.441	159.833	163.840	160.708	166.441	162.309	164.844	165.295	167.872	170.833	170.903	170.146	161.309	165.448	168.323	164.302	168.066	165.365	166.844	164.167	169.708	168.472	163.076	161.538	167.684	172.045	172.844	163.472	160.306	173.483	175.701	166.507	161.542	162.955	161.361	157.153	168.049	160.003	163.028	163.896	163.365	168.972	168.812	166.188	160.392	164.111	162.944	161.163	166.705	160.997	162.851	161.483	169.122	155.778	158.149	159.788	162.712	167.847	167.771	160.438	155.694	161.087	163.458	153.632	149.878	154.003	154.622	158.601	161.306	150.062	150.542	151.750	156.524	159.368	157.646	154.330	150.865	155.962	148.580	148.986	153.903	156.392	152.413	149.639	162.576
167.642	164.372	166.771	167.701	169.316	169.142	158.014	159.951	168.517	170.691	157.604	153.830	155.795	158.003	153.747	163.698	158.622	163.778	163.569	172.528	165.646	166.292	164.479	154.844	167.247	169.292	167.344	169.306	166.861	156.743	155.833	166.021	155.851	154.486	154.188	164.806	168.868	162.163	153.965	151.743	163.733	168.111	157.243	159.545	154.757	153.889	146.972	157.069	156.226	157.062	160.722	173.493	168.955	163.691	160.889	149.219	165.851	165.531	162.233	166.656	163.628	158.264	150.747	163.913	150.122	152.670	152.333	160.431	163.292	157.455	148.837	143.160	156.392	160.441	148.108	147.760	146.535	147.840	148.497	156.878	151.653	148.639	151.639	159.986	157.562	152.948	149.024	142.035	157.229	155.580	147.545	153.934	159.476	148.295	149.340	153.559	171.368	162.965	164.292	175.969	179.191	176.444	168.681	163.705	175.163	171.028	163.920	158.594	160.865	161.872	161.611	166.076	162.969	165.083	164.299	167.969	169.691	170.403	170.163	162.042	166.514	166.920	164.924	168.010	165.847	167.556	163.656	169.726	168.510	163.031	164.580	169.816	172.299	172.424	165.292	161.583	173.934	171.872	166.167	161.503	161.882	161.014	157.951	168.330	159.316	163.125	161.642	165.170	169.962	168.191	165.889	161.403	164.569	163.840	158.628	166.642	163.694	161.615	163.608	168.833	156.587	156.264	158.285	161.552	168.573	168.743	161.434	155.528	163.396	161.042	152.340	149.785	153.639	154.483	158.938	161.615	150.750	151.333	154.865	157.160	158.844	159.417	153.785	152.271	156.833	146.521	150.535	151.514	157.413	152.323	150.785	161.417
168.358	165.281	163.764	168.285	169.472	168.896	160.146	158.608	167.642	168.295	159.882	153.715	156.642	156.733	148.017	161.948	157.333	163.413	163.062	172.410	165.431	164.396	165.059	152.729	165.517	167.427	165.785	169.375	165.319	162.559	156.688	166.368	156.903	155.368	155.601	163.101	169.913	161.278	156.295	150.587	164.531	168.215	156.858	156.389	155.059	154.035	146.632	158.559	157.069	159.177	161.396	171.562	169.240	163.260	160.920	149.993	165.816	165.972	161.531	165.090	161.792	155.958	149.684	163.281	149.490	153.924	152.826	158.062	164.319	159.861	148.885	143.469	156.642	162.080	149.021	147.490	147.899	148.802	148.747	155.920	150.691	151.076	151.986	160.267	159.368	150.125	150.576	141.062	157.226	156.295	148.122	157.417	157.708	148.681	145.819	154.076	169.910	161.215	163.674	174.715	179.299	174.316	166.906	160.229	173.069	170.799	162.830	160.302	159.163	160.465	161.146	166.316	160.632	163.326	165.906	167.910	168.806	169.882	168.812	161.191	167.649	166.688	164.951	165.833	167.118	166.587	162.153	171.132	166.087	160.337	162.142	168.490	173.090	172.660	165.233	161.205	173.361	174.962	165.035	160.382	162.153	161.576	155.333	167.344	162.247	161.087	161.878	163.615	168.708	168.198	164.417	158.403	161.618	164.385	159.833	164.045	162.094	161.979	162.743	169.358	155.736	156.681	155.267	160.816	166.399	167.410	161.205	154.674	161.858	161.608	153.542	150.733	152.149	153.833	159.125	161.663	151.267	151.840	152.372	157.955	160.174	160.483	154.014	151.910	158.406	150.865	149.497	151.795	157.403	152.507	151.149	162.632
165.090	162.347	165.406	165.705	169.309	167.194	158.941	158.663	167.594	170.378	157.948	154.312	155.510	156.118	148.413	164.545	158.351	161.736	162.538	173.542	167.503	165.878	163.507	152.056	166.587	169.410	167.628	168.455	165.844	160.646	156.889	164.941	156.667	155.028	156.948	161.882	168.899	160.767	154.778	152.128	163.802	168.344	157.302	157.281	156.312	153.757	147.177	156.924	157.694	158.323	160.080	172.941	169.479	164.597	159.486	148.479	165.941	165.021	163.212	166.399	162.344	156.816	152.128	163.236	151.642	153.764	153.312	158.733	164.965	160.236	149.406	143.924	156.288	159.951	149.215	146.472	147.688	147.396	147.069	156.170	149.212	150.115	150.899	161.062	158.309	151.222	148.288	142.260	154.927	156.069	147.774	153.212	159.177	148.865	146.361	154.062	171.146	161.823	163.872	174.236	177.503	177.167	168.076	159.538	172.628	174.132	163.181	158.826	161.312	159.736	160.108	166.608	160.135	164.694	165.021	168.250	167.962	169.559	167.420	158.833	166.493	166.299	166.806	166.066	167.274	166.312	167.257	169.719	164.573	160.771	162.479	169.750	172.642	173.524	164.438	161.125	174.274	174.156	162.035	162.295	161.535	162.333	155.983	166.309	159.569	161.417	161.375	164.160	169.455	168.663	166.205	160.747	165.854	165.507	161.104	163.837	162.552	163.545	162.003	168.865	156.493	156.601	157.594	159.931	168.278	167.118	162.708	156.479	161.677	161.951	154.163	147.566	154.503	154.493	158.090	161.795	151.708	151.764	155.049	155.087	159.979	156.896	154.240	152.753	156.108	148.597	149.646	151.160	158.188	153.875	149.153	164.903
