 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85	Mean86	Mean87	Mean88	Mean89	Mean90	Mean91	Mean92	Mean93	Mean94	Mean95	Mean96	Mean97	Mean98	Mean99	Mean100	Mean101	Mean102	Mean103	Mean104	Mean105	Mean106	Mean107	Mean108	Mean109	Mean110	Mean111	Mean112	Mean113	Mean114	Mean115	Mean116	Mean117	Mean118	Mean119	Mean120	Mean121	Mean122	Mean123	Mean124	Mean125	Mean126	Mean127	Mean128	Mean129	Mean130	Mean131	Mean132	Mean133	Mean134	Mean135	Mean136	Mean137	Mean138	Mean139	Mean140	Mean141	Mean142	Mean143	Mean144	Mean145	Mean146	Mean147	Mean148	Mean149	Mean150	Mean151	Mean152	Mean153	Mean154	Mean155	Mean156	Mean157	Mean158	Mean159	Mean160	Mean161	Mean162	Mean163	Mean164	Mean165	Mean166	Mean167	Mean168	Mean169	Mean170	Mean171	Mean172	Mean173	Mean174	Mean175	Mean176	Mean177	Mean178	Mean179	Mean180	Mean181	Mean182	Mean183	Mean184	Mean185	Mean186	Mean187	Mean188	Mean189	Mean190	Mean191	Mean192
33	84.212	80.705	82.434	92.385	93.188	88.236	88.455	87.622	85.497	82.413	73.215	82.826	79.715	80.802	82.653	89.024	74.003	71.382	72.531	85.788	82.510	85.031	86.497	75.389	82.333	79.788	76.135	85.701	78.729	73.549	82.049	91.378	73.656	70.469	68.635	81.347	82.740	82.812	83.608	78.833	83.771	78.274	71.438	81.819	80.226	77.642	81.851	87.181	68.493	71.503	72.208	84.174	80.736	80.351	85.413	69.917	79.250	79.847	68.191	81.490	76.146	75.566	79.958	90.490	72.858	66.340	65.007	76.264	76.135	80.389	81.701	70.861	82.243	78.073	65.538	77.573	77.045	75.049	78.969	85.941	72.205	66.951	66.788	82.625	77.705	79.340	82.337	71.587	78.590	79.076	75.990	80.090	79.767	80.118	78.750	82.747	87.712	91.938	83.670	89.535	92.045	90.410	81.340	85.483	92.337	94.337	83.840	85.712	83.198	81.521	81.083	89.833	81.903	81.177	79.885	79.434	80.788	79.194	75.906	78.229	87.535	85.726	90.069	83.184	78.698	74.420	76.635	85.528	80.993	79.927	77.115	82.260	79.382	79.278	76.198	76.233	89.767	89.656	76.806	80.160	76.215	74.118	74.694	82.385	79.799	79.816	77.010	71.472	73.927	72.976	71.233	78.458	83.222	86.892	73.892	78.719	74.010	70.663	72.375	83.545	74.146	75.455	72.382	76.438	77.649	76.101	72.028	71.667	84.403	86.698	76.851	79.497	74.507	68.368	74.222	85.823	74.611	76.931	75.569	76.347	74.819	73.837	71.906	74.691	85.288	80.639	71.198	77.674	73.635	69.774	71.674	80.924
34	84.115	79.392	82.094	90.306	91.608	86.476	86.101	86.413	86.069	82.240	69.462	81.094	78.024	77.906	81.118	87.764	72.264	68.653	69.271	84.528	82.267	83.819	86.076	73.153	82.069	79.642	71.910	84.347	76.486	70.236	79.049	91.056	71.910	68.069	65.837	80.545	80.993	80.847	82.656	77.424	82.201	77.319	68.344	79.983	77.569	75.292	80.490	86.285	65.899	68.205	69.653	83.458	79.462	80.122	84.868	67.774	76.490	78.851	66.924	80.451	74.986	71.764	76.188	90.948	69.958	64.017	62.316	74.986	74.948	79.361	79.201	69.080	80.712	76.434	63.073	75.667	75.476	71.997	75.632	85.122	69.250	65.740	65.365	83.580	76.149	77.878	80.247	69.174	78.882	78.003	75.094	80.635	78.677	78.062	77.441	82.632	86.201	88.774	81.003	86.507	90.236	88.087	77.628	82.847	90.618	93.198	80.406	82.306	80.201	76.795	78.566	89.569	79.097	78.729	75.750	75.708	77.608	75.035	73.198	74.191	84.750	83.826	86.215	80.226	75.344	69.729	73.469	84.851	77.809	77.760	75.316	79.938	78.441	78.031	72.851	72.948	87.670	87.552	73.014	76.885	73.632	70.885	71.434	82.087	78.719	78.587	73.191	69.392	70	71.611	69.486	71.906	79.823	83.715	71.118	75.628	70.531	66.788	69.354	82.875	72.868	72.184	70.139	74.337	75.427	74.403	70.201	68.712	83.875	85.410	73.917	78.500	72.608	66.115	68.785	83.542	71.757	72.910	73.545	73.441	73.024	73.358	69.462	70.490	83.219	80.201	68.729	74.809	69.594	66.740	69.521	79.385
35	82.073	76.976	79.431	89.122	91.198	86.059	84.191	84.215	84.285	78.924	65.795	79.608	74.406	74.472	77.948	87.288	68.899	65.677	65.705	82.597	79.740	80.684	84.562	71.045	79.031	76.351	67.694	81.017	73.375	66.486	75.962	89.715	68.684	65.674	63.264	78.372	78.722	79.642	79.615	74.385	79.194	75.295	64.635	77.618	74.451	72.500	75.618	86.462	62.493	66.917	66.948	81.521	77.330	77.562	82.601	64.972	74.924	75.545	62.844	77.181	71.111	67.295	73.323	90.517	67.552	61.330	60.736	72.799	73.677	77.997	78.444	64.809	78.094	73.722	60.566	73.368	71.858	69.781	73.003	83.267	67.375	62.184	63.503	81.913	74.319	75.931	78.708	66.660	77.253	77.392	71.576	78.722	75.653	74.809	75.049	81.573	83.455	85.677	78.045	82.899	88.240	85.448	76.441	79.062	89.010	90.892	76.153	77.788	76.694	72.892	75.312	87.351	75.066	74.969	72.528	73.097	74.378	72.094	68.083	70.816	81.479	80.201	82.448	75.910	71.229	66.028	68.972	82.128	74.705	73.556	70.622	76.618	76.399	75.406	69.469	70.066	87.201	85.059	68.507	73.351	69.382	67.024	66.948	79.934	74.858	75.167	69.340	65.705	66.035	67.663	66.712	68.684	77.462	82.792	65.760	71.490	66.878	62.986	65.361	82.247	69.705	69.559	66.094	70.604	72.382	72.611	66.188	65.375	81.868	83.156	69.521	74.118	69.483	62.951	65.056	81.861	68.795	69.337	69.455	71.101	69.896	69.177	65.931	67.875	83.194	79.052	65.361	70.896	65.872	62.542	66.229	79.479
36	81.382	76.181	77.788	87.951	89.264	85.535	83.451	82.462	83.576	78.438	64.427	77.267	73.490	73.149	76.510	87.951	67.948	63.521	64.701	81.854	78.656	80.045	82.753	70.042	78.222	74.910	66.604	80.139	71.826	66.406	73.312	89.958	68.431	63.722	62.719	77.486	79.042	78.993	76.670	73.906	79.049	73.507	63.417	76.299	73.181	69.934	74.910	86.253	61.622	64.962	64.174	80.569	75.788	76.212	81.455	65.062	73.163	74.104	60.503	76.483	68.938	65.569	71.469	89.618	67.069	59.410	58.785	71.007	73.007	77.420	75.892	65.191	78.590	74.653	58.576	72.750	70.517	66.649	71.441	81.785	66.236	59.927	61.698	81.521	72.872	74.931	77.392	64.958	77.368	76.503	70.722	76.757	73.372	73.927	72.587	80.500	82.632	82.938	75.681	81.483	86.288	85.267	75.045	77.167	89.243	89.510	74.014	76.698	74.319	68.483	71.688	87.785	74.934	72.253	70.830	71.719	71.160	70.788	66.250	68.854	79.410	78.809	80.740	74.799	68.764	62.816	65.833	82.288	74.083	72.562	67.781	74.885	74.038	74.392	68.351	67.344	87.986	84.764	66.837	72.351	67.594	63.580	63.149	79.733	73.330	72.163	67.684	63.094	64.097	64.392	65.347	65.306	76.163	79.913	63.340	70.979	64.410	60.003	64.309	81	68.215	67.597	63.469	70.538	73.087	72.031	65.528	63.521	80.222	81.639	66.896	71.663	67.431	60.441	62.118	81.010	68.896	68.674	68.594	68.910	65.833	68.111	63.003	65.792	81.965	78.073	64.556	67.851	62.340	61.035	65.257	78.712
37	79.681	75.031	76.372	86.906	89.969	84.691	83.330	81.118	83.962	77.910	63.601	76.076	70.747	71.722	75.312	88.712	68.264	62.191	63.035	81.271	78.233	79.663	83.128	69.903	77.705	74.628	64.726	78.062	70.486	63.559	72.618	91.396	67.646	62.295	61.965	76.399	76.653	78.951	75.882	73.854	78.361	72.809	62.149	75.889	71.590	69.462	72.913	87.292	61.038	63.201	62.042	80.674	74.642	74.684	80.812	64.292	72.128	73.111	59.410	74.983	65.736	63.507	69.663	89.569	65.299	58.938	58.035	69.177	71.851	75.899	75.639	62.906	76.497	73.420	57.698	71.257	67.899	65.632	69.306	84.448	65.712	60.031	61.444	80.823	72.222	74.361	76.153	63.747	77.455	76.569	70.406	74.490	72.531	71.677	72.986	79.767	81.292	81.406	74.212	78.486	85.528	82.333	72.747	76.170	87.667	89.535	73.236	74.722	72.660	66.736	69.378	85.333	73.753	72.542	68.781	71.198	70.486	68.569	64.684	65.892	79.281	75.979	79.184	73.247	67.257	61.128	63.469	81.177	72.486	69.896	65.500	72.368	72.274	71.590	64.250	64.670	86.267	84.139	63.906	71.201	66.562	62.309	60.247	79.267	72.688	70.038	65.552	61.632	62.135	63.979	63.701	64.288	73.979	78.024	60.781	68.962	61.944	60.819	62.066	80.767	67.069	65.736	60.764	68.736	70.868	69.965	64.083	60.976	79.753	80.569	64.979	69.326	65.819	59.833	60.312	80.003	66.417	67.160	67.743	67.469	64.885	66.094	61.958	64.365	81.035	77.785	62.149	67.319	61.326	58.299	62.319	79.444
38	79.892	73.903	76.354	86.611	90.500	86.493	83.306	82.274	83.969	78.281	64.594	74.955	71.462	71.913	76.042	88.934	68.524	63.299	63.764	82.135	77.830	79.083	83.281	70.083	78.302	74.663	65.260	77.646	69.344	64.889	71.837	92.312	67.920	62.312	62.090	78.066	77.521	78.785	75.760	74.295	80.118	72.694	62.899	75.528	71.819	70.097	73.604	88.299	60.958	63.608	62.021	81.194	75.628	75.517	81.014	63.903	72.431	74.955	60.368	76.365	66.986	65.285	69.986	91.868	66.170	59.566	60.118	68.861	70.997	76.594	74.201	64.663	78.646	73.163	59.278	71.049	70.483	66.375	69.722	85.774	65.163	59.997	62.635	80.042	73.059	75.649	77.347	64.212	78.188	77.062	70.299	75.764	73.378	71.319	72.535	81.118	81.576	82.649	74.024	79.149	85.733	82.847	72.399	76.181	88.538	89.601	73.788	74.076	73.385	67.299	69	87.486	72.788	71.469	67.906	71.531	68.799	67.014	64.851	66.049	77.035	76.622	79.069	72.997	66.903	62.719	63.667	82.774	72.455	70.382	66.368	73.458	74.726	72.569	65.052	66.326	87.198	84.253	63.590	69.889	65.462	62.826	60.476	80.510	72.174	70.698	64.906	62.802	61.667	63.389	63.642	64.323	73.851	78.674	63.153	69.847	62.809	62.059	62.372	81.795	66.583	66.375	62.194	69.642	70.365	70.017	64.542	62.378	80.059	80.587	64.684	68.840	67.080	59.458	59.573	80.340	67.389	66.896	68.115	68.771	65.295	65.684	62.938	64.878	81.625	78.253	62.135	67.521	61.267	57.625	62.458	80.076
39	79.892	73.809	74.795	85.337	89.726	86.330	82.059	81.719	83.604	77.653	63.809	73.826	69.576	71.483	75.208	89.882	68.729	61.490	62.823	80.080	75.451	78.229	81.847	69.083	77.365	73.993	63.236	77.132	69.219	63.608	71.319	91.587	67.156	62.062	61.493	76.701	76.583	77.694	76.017	73.042	78.132	73.451	61.597	74.684	70.642	69.924	72.670	89.160	60.931	62.903	61.931	78.955	74.618	74.767	80.292	63.434	71.215	72.997	58.250	73.573	64.698	63.524	67.747	90.135	64.080	58.608	59.052	68.528	70.847	75.208	73.497	66.174	78.250	73.274	58.153	70.899	68.441	64.736	69.198	85.472	63.090	59.174	59.924	81.101	71.938	73.212	76.535	61.938	77.132	76.955	68.191	73.413	70.642	69.830	71.236	81.194	79.399	80.351	72.312	78.691	85.417	82.326	73.069	74.944	87.444	88.611	71.726	73.295	71.448	67.559	68.278	85.507	71.406	70.635	66.559	70.066	67.486	65.264	63.653	64.889	76.712	75.035	78.163	71.108	67.361	61.701	61.892	82.840	71.441	69.514	63.906	72.882	72.351	69.812	62.007	63.514	85.972	84.274	62.604	70.035	65.205	63.434	58.448	81.017	71.156	69.281	63.455	63.087	61.240	62.062	63.403	63.247	72.417	76.167	60.556	68.191	61.413	61.990	60.833	80.219	66.149	65.528	60.524	68.667	69.319	68.785	62.469	60.840	79.163	81.042	63.774	67.455	65.625	58.906	58.135	80.076	66.410	66.448	67.417	67.358	63.681	64.035	62.531	63.090	80.778	76.677	60.913	66.684	60.451	56.878	61.156	80.517
40	78.483	72.243	73.757	84.788	88.951	85.677	81.712	80.337	84.229	77.326	64.253	72.295	69.410	70.163	73.382	89.740	66.788	61.167	61.524	81.017	75.170	77.208	81.306	68.976	76.962	73.677	61.976	74.972	66.444	63.344	70.163	92.580	66.684	61.003	61.083	75.424	75.139	77.295	73.167	73.451	77.153	71.378	61.535	73.656	69.490	69.792	70.281	88.889	60.913	60.799	60.670	78.385	73.219	72.250	79.285	63.212	69.920	72.753	57.806	72.135	63.771	62.087	66.976	90.444	62.726	58.556	58.160	67.222	69.458	74.188	72.951	64.549	76.878	72.656	58.097	68.083	67.153	65.601	66.920	85.712	62.847	58.816	58.819	79.573	71.444	72.840	75.399	62.365	76.524	75.990	67.472	71.569	70.358	69.378	69.812	79.986	78.622	79.156	71.316	77.556	84.604	82.642	71.774	73.632	87.691	88.403	71.615	72.646	70.156	66.958	67.618	86.983	71.083	69.559	65.389	70.142	65.840	63.674	63.566	63.924	74.990	73.712	76.840	70.472	65.427	60.934	60.156	81.361	71.139	67.208	64.764	71.222	70.667	69.177	62.490	63.778	85.535	83.677	62.358	68.153	62.316	63.670	57.375	80.507	70.104	68.573	63.097	63.122	59.281	61.566	60.903	60.323	71.278	75.674	59.712	68.667	61.903	61.872	59.076	80.247	65.431	63.809	59.514	67.861	67.479	67.587	60.194	59.497	78.017	80.604	62.299	67.448	63.962	57.753	56.274	79.257	64.549	64.753	65.375	67.733	62.208	63.601	61.812	61.344	79.847	76.087	60.628	64.354	58.927	54.986	60.642	79.590
41	76.948	72.760	74.219	83.705	89.288	87.688	80.167	80.170	84.309	76.302	64.625	71.205	68.979	70.208	72.288	88.267	66.889	60.087	59.795	79.035	74.281	76.802	80.295	68.896	75.656	71.309	62.188	74.080	67.045	63.479	69.149	94.139	66.302	59.622	61.260	75.542	74.833	76.938	73.781	73.146	77.476	70.260	62.431	71.875	69.451	70.354	71.017	88.851	59.566	59.840	60.153	78.722	72.021	72.090	78.726	64.372	69.976	69.847	57.747	71.649	63.972	61.608	65.507	90.392	62.431	56.958	58.670	65.590	69.028	74	72.986	63.764	76.785	70.948	58.559	68.587	65.979	66.913	67.257	85.608	63.059	57.528	57.420	79.073	70.476	72.271	74.729	61.691	75.642	76.354	66.441	71.538	69.569	68.556	70.667	81.174	79.052	78.826	70.590	76.208	84.590	81.743	71.552	71.611	87	86.472	70.153	71.365	70.115	66.524	66.181	87.097	71.844	68.153	66.111	70.479	64.917	64.292	64.913	64.115	74.319	71.545	76.285	69.767	66.951	61.542	60.323	80.892	70.250	67.337	62.764	70.889	71.003	68.806	60.927	62.896	85.552	82.080	62.545	68.476	61.566	64.288	57.069	79.375	69.997	67.066	62.722	64.674	59.066	60.628	61.878	60.556	70.066	74.795	58.854	69	61.059	62.382	58.045	80.035	65.747	64.587	59.003	67.510	67.826	67.139	60.094	58.684	77.167	79.611	61.903	66.434	63.708	59.264	56.479	77.938	65.510	64.194	64.007	67.924	61.111	63.372	61.469	59.611	79.417	75.997	60.274	64.014	58.132	54.462	59.052	79.653
42	76.625	71.375	72.330	82.236	87.594	86.122	79.368	78.365	83.510	76.288	63.351	70.361	68.167	70.076	72.899	89.986	67.076	60.125	60.528	79.219	72.497	77.844	80.142	68.858	74.160	70.833	62.188	72.872	66.889	63.903	67.799	94.007	67.115	59.833	60.490	74.017	73.941	76.139	73.622	74.288	76.997	70.115	61.736	71.424	67.368	70.312	69.965	89.351	59.073	59.111	59.267	77.792	70.851	71.812	78.497	63.514	68.424	70.191	56.549	70.681	63.965	62.990	65.760	89.247	62.368	58.486	58.840	65.208	68.663	72.681	71.514	65.524	76.132	70.729	58.653	67.812	66.500	66.802	67.090	85.667	61.792	57.993	57.878	79.413	70.514	70.833	75.010	60.691	74.931	75.694	66.851	70.625	68.576	67.174	69.014	80.781	76.319	78.253	70.090	76.017	82.819	81.396	69.934	71.486	86.865	86.417	69.562	71.889	69.361	67.503	65.938	85.691	69.389	68.802	64.938	70.451	64.243	62.573	65.198	63.580	72.434	71.524	75.205	70.503	67.590	61.042	58.677	81.872	70.042	67.441	62.868	69.774	69.111	67.941	60.545	61.858	84.472	81.493	63.125	69.083	61.483	65.132	56.861	79.368	69.434	65.896	62.097	65.670	57.823	60.083	61.198	59.219	69.292	72.958	58.472	68.292	62.267	63.729	57.076	79.847	63.990	63.858	59.924	67.701	66.684	66.212	58.660	58.549	77.938	77.944	63.361	68.319	61.944	60.052	54.431	78.736	63.913	63.615	64.125	67.708	60.389	61.139	62.021	59.260	77.931	74.694	57.250	64.306	59.681	53.337	57.469	79.573
43	75.319	70.628	72.295	82.528	87.698	86.399	78.170	78.628	83.514	75.858	64.049	69.983	67.913	70.163	71.889	89.427	66.389	58.660	58.552	78.323	70.872	76.069	79.736	67.896	73.451	70.806	61.660	72.128	64.465	64.139	68.806	94.021	65.198	59.427	60.618	72.222	73.344	75.788	72.292	73.580	76.691	69.403	61.781	71.653	67.753	71.358	69.851	90.872	57.573	58.205	58.733	77.694	69.094	70.618	78.125	63.233	67.226	69.938	55.969	69.455	62.688	62.017	65.010	89.726	61.243	58.816	58.514	63.705	67.427	72.483	71.229	66.010	75.128	70.021	58.347	67.448	65.812	66.278	66.083	85.483	61.826	57.698	56.545	78.708	68.427	71.882	73.240	59.698	75.913	75.375	66.052	69.524	66.990	66.094	66.990	81.951	75.868	76.604	68.753	75.375	82.653	81.031	69.552	71.358	86.201	85.889	68.562	71.760	69.965	68.076	65.417	85.292	69.219	67.774	65.142	70.059	62.594	61.701	65.413	62.215	71.733	69.851	74.677	69.726	67.208	61.934	57.493	81.281	69.562	67.458	62.142	69.642	69.115	67.712	59.316	60.785	84.385	80.615	62.417	69.799	61.326	66.507	55.851	79.979	69.278	66.410	60.271	67.122	57.243	58.472	59.566	57.872	68.149	71.392	60.292	67.958	62.319	65.024	56.938	79.153	64.635	62.722	58.958	67.017	65.556	65.611	58.503	56.743	76.524	77.799	62.278	66.684	62.017	60.670	54.413	77.795	62.931	63.649	63.736	68.111	59.389	59.809	62.601	57.986	78.257	73.965	58.219	62.788	57.681	52.986	58.288	79.663
44	73.750	69.618	71.410	81.552	87.615	86.385	78.056	77.639	83.604	75.135	63.691	69.333	68.062	71.462	71.722	89.726	65.312	58.819	58.528	77.833	70.059	74.052	79.083	67.378	72.590	70.438	61.038	70.816	65.153	64.792	66.830	93.847	66.125	59.948	60.274	71.969	72.135	75.156	71.538	74.681	76.194	68.427	61.747	70.740	65.677	72.205	69.906	90.691	58.167	56.847	57.639	77.035	68.823	69.872	77.830	63.549	67.337	69.153	56.108	68.837	64.042	63.924	64.656	89.997	60.587	58.177	58.972	62.601	67.149	72.573	71.719	66.208	75.365	68.226	58.889	66.253	65.062	66.035	66.281	86.149	61.226	56.812	56.816	76.726	68.115	70.882	73.080	58.517	74.337	74.955	64.785	69.118	66.361	65.354	65.955	82.007	75.826	77.125	68.833	74.628	82.375	78.868	69.868	69.892	85.267	83.906	68.899	72.062	69.160	69.885	64.538	85.340	68.847	66.618	63.583	71.660	61.788	60.559	66.312	62.562	71.778	69.865	72.833	70.944	66.837	63.427	56.878	81.903	69.323	66.694	62.097	68.406	67.854	65.458	58.802	60.708	83.747	79.458	62.837	69.451	60.274	67.865	55.340	78.757	68.365	66.972	60.312	67.330	57.764	58.653	61.062	57.372	67.493	71.521	58.823	67.167	62.201	65.049	56.681	79.080	64.625	63.330	58.767	68.003	65.153	64.208	58.878	55.840	76.694	78.146	62.785	67.462	61.201	61.767	54.226	77.566	63.955	62.726	63.271	70.177	58.569	59.146	63.493	57.069	77.003	73.660	56.080	63.111	58.108	54.319	56.243	80.611
45	75.156	69.670	70.562	80.729	87.184	85	77.573	76.670	83	73.535	64.194	68.872	66.542	72.281	70.260	90.160	66.392	58.358	57.615	78.045	70.365	74.326	77.493	68.205	70.896	69.972	60.684	70.240	64.351	64.927	66.247	95.663	66.288	60.997	61.903	70.858	71.698	74.649	70.913	74.753	75.274	68.431	62.635	68.323	64.729	73.479	69.031	90.594	57.896	58.069	57.535	76.406	67.229	67.885	76.312	63.198	65.865	69.115	56.559	67.351	63.670	63.611	62.219	89.910	60.031	58.545	59.292	63.097	66.427	71.118	70.899	66.427	73.743	68.688	58.799	65.872	66.410	67.826	67.736	86.069	60.288	56.507	56.885	76.417	68.333	70.181	71.743	59.059	73.545	74.090	63.135	68.545	65.722	64.396	67.222	81.677	74.941	75.920	68.972	73.479	81.097	78.865	69.170	68.493	84.622	84.601	68.309	71.844	70.372	69.083	64.358	84.819	68.601	65.781	63.493	72.319	61.913	60.365	65.983	61.729	70.552	69.149	73.250	69.236	66.833	62.833	55.646	79.972	68.312	66.378	61.844	68.285	67.913	65.913	57.260	60.358	83.427	79.587	63.517	70.608	60.604	69.455	54.799	78.594	67.573	64.681	60.799	69.094	57.573	58.594	61.483	56.424	66.969	68.809	59.153	68.997	63.479	66.146	55.708	78.458	63.316	63.160	58.986	65.993	63.837	64.507	57.486	55.149	76.472	76.441	62.299	68.611	62.309	63.087	53.611	77.309	63.108	61.931	63.347	69.715	57.285	58.944	64.562	57.031	75.559	72.160	55.278	63.146	58.319	53.444	55.750	79.969
46	74.951	69.622	70.712	79.719	86.014	84.892	76.712	76.913	82.816	73.906	65.438	68.444	66.979	73.771	69.882	89.340	65.233	58.497	57.365	77.587	68.927	72.767	77.233	68.115	71.306	69.236	60.080	69.420	63.545	64.684	66.080	94.406	64.917	60.837	62.010	70.267	71.368	74.229	70.903	74.826	74.438	67.250	62.326	68.576	64.260	74.306	69.469	90.743	58.052	57.184	56.549	74.809	66.597	68.601	76.892	63.809	64.951	67.778	55.486	66.611	63.302	64.156	62.365	89.646	60.135	58.948	59.455	63.156	65.795	70.347	70.861	66.858	73.396	67.646	59.851	65.358	65.792	69.049	66.691	85.997	60.396	56.135	56.260	75.691	67.087	68.715	70.962	58.604	73.087	73.521	64.451	65.913	65.392	64.021	65.847	81.559	75.007	74.722	67.924	74.111	80.351	77.538	68.941	68.375	84.597	82.861	69.500	72.875	69.872	71.781	64.191	84.726	67.670	65.833	62.413	72.309	60.951	59.264	66.156	60.903	69.309	68.389	73.573	69.215	67.444	63.028	55.017	80.514	69.080	65.906	61.809	68.708	66.920	64.441	56.778	59.812	83.174	79.858	63.868	70.809	60.747	70.788	54.017	77.938	68.014	65.510	59.628	69.955	56.184	58.472	62.163	56.135	66.066	68.372	59.976	68.976	63.851	67.340	55.378	78.615	64.160	63.062	58.212	67.625	64.028	62.840	57.757	54.865	75.472	76.167	62.042	69.226	62.521	64.743	54.319	77.309	62.188	61.806	62.597	70.865	57.642	57.517	65.531	55.635	75.170	71.656	55.052	62.740	59.382	53.549	56.240	79.285
47	73.243	69.847	70.396	79.212	85.483	86.646	77.490	75.451	82.639	73.073	64.670	68.858	67.431	74.795	70.788	89.653	66.503	58.264	56.878	76.642	68.427	73.719	77.094	67.542	70.698	68.240	59.906	68.778	63.469	66.747	64.743	93.868	65.163	61.740	62.337	68.865	71.542	73.819	70.462	76.003	74.628	68.090	64.097	68.556	64.198	76.420	71.156	90.615	58.326	57.208	56.969	76.097	65.240	66.938	74.747	64.375	64.590	67	55.517	66.597	62.184	64.715	63.090	89.201	59.965	58.319	60.236	62.747	65.757	71.750	71.670	67.031	73.118	67.799	60.885	65.017	65.663	68.979	66.076	85.174	59.913	55.958	57.403	76.118	67.083	68.931	71.632	58.649	72.681	73.288	63.309	67.646	64.722	63.875	65.132	81.858	73.083	75.056	67.295	74.455	80.632	78.031	69.142	68.819	83.337	83.976	69.281	73.170	71.312	71.705	64.056	84.306	67.615	66.229	63.201	73.851	61.476	59.667	68.125	61.566	68.931	67.128	72.691	70.090	67.889	64.701	55.497	80.375	69.896	65.066	62.295	68.316	66.875	64.597	58.170	59.538	82.250	79.229	65.142	71.337	60.160	71.920	54.736	77.861	67.125	65.688	59.660	71.764	56.299	59.264	64.059	56.417	66.212	68.566	59	69.927	64.340	68.118	54.618	78.736	63.896	62.337	58.674	67.132	63.438	62.764	57.531	54.694	75.087	75.868	62.764	69.146	63.271	65.934	55.090	77.142	62.201	62.403	63.448	71.635	57.767	58.302	65.840	56.056	75.611	71.198	56.035	64.108	59.017	53.938	55.705	78.503
48	74.174	69.417	68.969	79.493	86.160	85.580	75.215	75.458	80.774	73.087	65.372	66.552	67.170	75.469	71.462	90.045	65.438	58.479	56.990	77.177	66.806	72.007	76.118	67.691	70.646	68.597	61.017	67.031	62.983	67.438	65.535	95.090	66.528	60.861	62.021	68.302	70.153	72.062	70.497	75.757	73.611	66.934	65.236	67.549	64.628	77.569	71.229	91.979	58.441	55.931	56.868	74.316	66.188	65.795	75.417	63.986	64.288	66.750	55.840	64.892	60.344	64.809	62.042	88.868	60.410	58.490	60.712	61.722	63.587	69.003	70.722	67.757	72.191	68.142	60.410	65.375	65.083	69.896	67.372	85.306	59.660	56.083	55.885	76.094	66.014	68.622	71.153	58.392	72.017	73.312	62.438	66.271	64.351	63.490	64.983	81.844	73.969	73.750	67.958	73.497	79.934	77.809	70.465	67.649	83.462	83.309	69.219	74.233	73.545	73.538	64.451	84.344	67.885	66.493	63.062	72.948	60.767	59.097	68.729	61.590	68.219	68.840	72.403	69.979	68.146	64.708	54.837	80.059	69.587	65.691	61.667	67.868	65.983	64.545	55.976	59.684	81.788	77.549	64.851	71.885	61.701	73.559	55.243	78.611	67.045	64.549	60.222	71.993	57.760	59.073	63.472	55.882	65.531	67.413	60.253	69.014	64.368	70.483	54.747	78.733	64.514	62.993	59.910	66.872	63.201	63.510	57.434	54.253	74.330	75.128	63.097	70.875	63.389	66.476	55.014	77.503	62.924	61.587	62.615	71.670	57.569	58.076	66.354	55.642	74.465	70.785	56.316	62.892	59.938	54.406	55.122	78.670
